Timestamp,shoulder_pan,shoulder_lift,elbow,wrist_1,wrist_2,wrist_3
1729867609.1959057,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.204351,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.2127278,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.2210662,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.2294598,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.2378519,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.2462685,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.254725,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.263687,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.2720962,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.2806833,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.2892275,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.2970557,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.3056176,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.3139508,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.3218663,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.3303473,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.3386364,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.3471217,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.355454,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.3644836,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.372886,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.381397,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.3891919,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.3976154,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.4060907,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.414539,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.4230423,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.431609,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.4399939,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.4483235,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.4567413,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.465069,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.4734976,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.481836,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.4906566,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.4990036,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.507306,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.515629,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.5240655,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.5323267,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.5406997,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.5492167,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.5576303,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.5660615,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.5744722,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.582895,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.5913532,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.599795,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.6076937,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.6162002,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.6246614,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.6337557,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.6416564,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.650104,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.6591725,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.6675973,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.6756518,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.6841133,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.6925807,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.7010846,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.7095568,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.7180178,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.726464,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.7349412,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.7428362,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.7513142,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.7597284,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.7686746,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.7769995,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.7853653,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.7937665,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.8015893,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.8105378,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.8189929,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.8274398,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.836248,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.8441067,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.8525865,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
1729867609.8609402,-2.2029998938189905,-1.7271001974688929,-1.6007002035724085,-0.8079999128924769,1.5951000452041626,-0.03099996248354131
